,Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State,Order Month,Order Year
2315,OD2316,Hafiz,Oil & Masala,Masalas,Ramanadhapuram,2018-03-23,West,2285,0.1,662.65,Tamil Nadu,3,2018
2316,OD2317,Sabeela,Bakery,Breads & Buns,Kanyakumari,2018-12-08,West,1657,0.27,347.97,Tamil Nadu,12,2018
2317,OD2318,Akash,Food Grains,Dals & Pulses,Bodi,2018-06-29,West,1363,0.24,231.71,Tamil Nadu,6,2018
2318,OD2319,Adavan,Bakery,Breads & Buns,Kanyakumari,2017-06-20,West,1029,0.35,133.77,Tamil Nadu,6,2017
2319,OD2320,Ram,Food Grains,Rice,Pudukottai,2016-04-18,West,1849,0.31,184.9,Tamil Nadu,4,2016
2320,OD2321,Peer,Bakery,Breads & Buns,Pudukottai,2015-03-07,West,578,0.21,225.42,Tamil Nadu,3,2015
2321,OD2322,Sheeba,Beverages,Health Drinks,Perambalur,2018-11-18,West,1663,0.1,399.12,Tamil Nadu,11,2018
2322,OD2323,Haseena,Snacks,Chocolates,Theni,2018-03-25,West,1406,0.1,168.72,Tamil Nadu,3,2018
2323,OD2324,Hafiz,Oil & Masala,Edible Oil & Ghee,Coimbatore,2017-11-03,West,713,0.27,71.3,Tamil Nadu,11,2017
2324,OD2325,Veronica,Food Grains,Rice,Krishnagiri,2016-11-28,West,2138,0.31,641.4,Tamil Nadu,11,2016
2325,OD2326,Ridhesh,Bakery,Biscuits,Dharmapuri,2017-06-05,West,1438,0.22,86.28,Tamil Nadu,6,2017
2326,OD2327,Willams,"Eggs, Meat & Fish",Fish,Chennai,2018-04-27,West,1293,0.27,297.39,Tamil Nadu,4,2018
2327,OD2328,Hafiz,Bakery,Cakes,Karur,2018-08-21,West,929,0.3,167.22,Tamil Nadu,8,2018
2328,OD2329,Harish,Beverages,Health Drinks,Virudhunagar,2018-11-24,West,2335,0.16,887.3,Tamil Nadu,11,2018
2329,OD2330,Surya,Food Grains,Atta & Flour,Salem,2017-06-17,West,1675,0.32,418.75,Tamil Nadu,6,2017
2330,OD2331,Rumaiza,Oil & Masala,Masalas,Perambalur,2015-07-20,West,1414,0.32,339.36,Tamil Nadu,7,2015
2331,OD2332,Verma,"Eggs, Meat & Fish",Eggs,Pudukottai,2015-10-11,West,2052,0.29,287.28,Tamil Nadu,10,2015
2332,OD2333,Alan,Oil & Masala,Edible Oil & Ghee,Kanyakumari,2016-09-18,West,1579,0.17,615.81,Tamil Nadu,9,2016
2333,OD2334,Verma,Oil & Masala,Masalas,Karur,2017-07-04,West,1936,0.29,348.48,Tamil Nadu,7,2017
2334,OD2335,Ram,Snacks,Noodles,Dharmapuri,2018-06-10,West,894,0.32,169.86,Tamil Nadu,6,2018
2335,OD2336,Sudeep,Food Grains,Organic Staples,Coimbatore,2018-09-29,West,2442,0.13,1025.64,Tamil Nadu,9,2018
2336,OD2337,Anu,Food Grains,Rice,Kanyakumari,2016-03-19,West,2310,0.27,231.0,Tamil Nadu,3,2016
2337,OD2338,Arutra,Beverages,Health Drinks,Vellore,2018-08-21,West,2055,0.22,924.75,Tamil Nadu,8,2018
2338,OD2339,Rumaiza,Beverages,Health Drinks,Pudukottai,2018-12-18,West,1347,0.24,552.27,Tamil Nadu,12,2018
2339,OD2340,Aditi,Snacks,Chocolates,Theni,2018-10-09,West,1717,0.25,291.89,Tamil Nadu,10,2018
2340,OD2341,Shree,Food Grains,Organic Staples,Dharmapuri,2016-09-08,West,2069,0.29,558.63,Tamil Nadu,9,2016
2341,OD2342,Hafiz,Snacks,Cookies,Dharmapuri,2018-05-27,West,1816,0.12,817.2,Tamil Nadu,5,2018
2342,OD2343,James,Food Grains,Rice,Vellore,2015-12-05,West,2232,0.14,848.16,Tamil Nadu,12,2015
2343,OD2344,Muneer,Fruits & Veggies,Fresh Vegetables,Perambalur,2017-06-17,West,1554,0.16,466.2,Tamil Nadu,6,2017
2344,OD2345,Anu,Food Grains,Atta & Flour,Krishnagiri,2018-07-08,West,629,0.11,69.19,Tamil Nadu,7,2018
2345,OD2346,Arvind,Oil & Masala,Masalas,Dindigul,2018-11-16,West,1066,0.1,138.58,Tamil Nadu,11,2018
2346,OD2347,Veena,Oil & Masala,Spices,Dindigul,2016-09-08,West,1998,0.26,459.54,Tamil Nadu,9,2016
2347,OD2348,Verma,Fruits & Veggies,Organic Vegetables,Perambalur,2018-11-18,West,603,0.12,229.14,Tamil Nadu,11,2018
2348,OD2349,Peer,Bakery,Breads & Buns,Dindigul,2018-05-22,West,1331,0.1,199.65,Tamil Nadu,5,2018
2349,OD2350,Malik,Beverages,Soft Drinks,Ramanadhapuram,2018-09-29,West,2451,0.29,269.61,Tamil Nadu,9,2018
2350,OD2351,Rumaiza,Food Grains,Dals & Pulses,Cumbum,2017-11-03,West,1880,0.31,206.8,Tamil Nadu,11,2017
2351,OD2352,Sudeep,Snacks,Noodles,Bodi,2017-06-20,West,747,0.17,246.51,Tamil Nadu,6,2017
2352,OD2353,Harish,"Eggs, Meat & Fish",Mutton,Virudhunagar,2016-12-12,West,609,0.16,60.9,Tamil Nadu,12,2016
2353,OD2354,Sheeba,Snacks,Chocolates,Namakkal,2018-03-25,West,1495,0.21,269.1,Tamil Nadu,3,2018
2354,OD2355,James,Beverages,Soft Drinks,Kanyakumari,2017-01-30,West,2394,0.11,502.74,Tamil Nadu,1,2017
2355,OD2356,Jonas,"Eggs, Meat & Fish",Eggs,Virudhunagar,2018-12-08,West,1637,0.15,540.21,Tamil Nadu,12,2018
2356,OD2357,Hafiz,Fruits & Veggies,Fresh Fruits,Namakkal,2018-07-23,West,614,0.35,178.06,Tamil Nadu,7,2018
2357,OD2358,Anu,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2017-01-30,West,1755,0.21,175.5,Tamil Nadu,1,2017
2358,OD2359,Surya,Beverages,Health Drinks,Tirunelveli,2016-11-01,West,1630,0.23,342.3,Tamil Nadu,11,2016
2359,OD2360,Alan,Fruits & Veggies,Organic Fruits,Ooty,2017-04-24,West,645,0.29,174.15,Tamil Nadu,4,2017
2360,OD2361,Amy,"Eggs, Meat & Fish",Eggs,Viluppuram,2018-10-01,West,1080,0.11,108.0,Tamil Nadu,10,2018
2361,OD2362,Malik,Food Grains,Dals & Pulses,Dindigul,2017-12-26,West,584,0.23,140.16,Tamil Nadu,12,2017
2362,OD2363,Shah,Fruits & Veggies,Fresh Fruits,Krishnagiri,2018-09-29,West,689,0.16,103.35,Tamil Nadu,9,2018
2363,OD2364,Komal,"Eggs, Meat & Fish",Fish,Theni,2017-09-05,West,960,0.22,393.6,Tamil Nadu,9,2017
2364,OD2365,Komal,Oil & Masala,Masalas,Cumbum,2015-07-20,West,589,0.1,182.59,Tamil Nadu,7,2015
2365,OD2366,Sundar,Snacks,Chocolates,Chennai,2016-12-12,West,1715,0.25,102.9,Tamil Nadu,12,2016
2366,OD2367,Haseena,Oil & Masala,Spices,Salem,2017-11-05,West,1495,0.35,523.25,Tamil Nadu,11,2017
2367,OD2368,James,Fruits & Veggies,Organic Fruits,Chennai,2016-05-03,West,1751,0.23,472.77,Tamil Nadu,5,2016
2368,OD2369,Surya,Fruits & Veggies,Fresh Vegetables,Coimbatore,2016-05-03,West,744,0.18,96.72,Tamil Nadu,5,2016
2369,OD2370,Ravi,Snacks,Noodles,Theni,2017-01-30,West,1217,0.33,170.38,Tamil Nadu,1,2017
2370,OD2371,Willams,"Eggs, Meat & Fish",Mutton,Theni,2018-11-18,West,2327,0.13,698.1,Tamil Nadu,11,2018
2371,OD2372,Anu,Snacks,Chocolates,Madurai,2018-04-23,West,1163,0.31,441.94,Tamil Nadu,4,2018
2372,OD2373,Sheeba,"Eggs, Meat & Fish",Chicken,Bodi,2015-12-20,West,2466,0.24,295.92,Tamil Nadu,12,2015
2373,OD2374,Hussain,Food Grains,Rice,Tirunelveli,2018-11-28,West,1575,0.33,598.5,Tamil Nadu,11,2018
2374,OD2375,Akash,Snacks,Cookies,Perambalur,2016-08-24,West,2354,0.23,847.44,Tamil Nadu,8,2016
2375,OD2376,Suresh,"Eggs, Meat & Fish",Mutton,Bodi,2016-06-13,West,2380,0.26,999.6,Tamil Nadu,6,2016
2376,OD2377,Arutra,Fruits & Veggies,Organic Vegetables,Namakkal,2016-10-02,West,1520,0.21,608.0,Tamil Nadu,10,2016
2377,OD2378,Shah,Fruits & Veggies,Organic Vegetables,Tirunelveli,2017-04-12,West,1941,0.27,854.04,Tamil Nadu,4,2017
2378,OD2379,Ridhesh,Bakery,Breads & Buns,Trichy,2018-07-23,West,2309,0.26,253.99,Tamil Nadu,7,2018
2379,OD2380,Shree,Snacks,Noodles,Nagercoil,2017-06-20,West,609,0.12,243.6,Tamil Nadu,6,2017
2380,OD2381,Sudeep,"Eggs, Meat & Fish",Chicken,Dindigul,2015-08-01,West,772,0.27,54.04,Tamil Nadu,8,2015
2381,OD2382,Kumar,Snacks,Noodles,Nagercoil,2016-11-06,West,683,0.22,157.09,Tamil Nadu,11,2016
2382,OD2383,Vince,"Eggs, Meat & Fish",Mutton,Namakkal,2018-06-17,West,1754,0.32,87.7,Tamil Nadu,6,2018
2383,OD2384,Harish,Bakery,Breads & Buns,Tirunelveli,2018-03-25,West,1717,0.13,772.65,Tamil Nadu,3,2018
2384,OD2385,Peer,"Eggs, Meat & Fish",Chicken,Trichy,2016-10-02,West,1450,0.18,72.5,Tamil Nadu,10,2016
2385,OD2386,Veena,Fruits & Veggies,Organic Vegetables,Pudukottai,2015-01-19,West,513,0.22,61.56,Tamil Nadu,1,2015
2386,OD2387,Willams,Oil & Masala,Masalas,Karur,2017-05-05,West,1382,0.21,248.76,Tamil Nadu,5,2017
2387,OD2388,Ramesh,Snacks,Chocolates,Tirunelveli,2018-06-29,West,564,0.15,33.84,Tamil Nadu,6,2018
2388,OD2389,James,Oil & Masala,Spices,Chennai,2017-11-16,West,2394,0.25,454.86,Tamil Nadu,11,2017
2389,OD2390,Sundar,Snacks,Chocolates,Vellore,2016-12-13,West,1095,0.32,481.8,Tamil Nadu,12,2016
2390,OD2391,Shah,Beverages,Health Drinks,Perambalur,2017-11-24,West,2246,0.21,965.78,Tamil Nadu,11,2017
2391,OD2392,Shah,Bakery,Breads & Buns,Bodi,2017-04-21,West,920,0.11,202.4,Tamil Nadu,4,2017
2392,OD2393,Amy,Bakery,Breads & Buns,Viluppuram,2015-01-19,West,2205,0.26,815.85,Tamil Nadu,1,2015
2393,OD2394,Ridhesh,Beverages,Health Drinks,Ooty,2015-12-20,West,521,0.1,192.77,Tamil Nadu,12,2015
2394,OD2395,Veronica,Beverages,Health Drinks,Nagercoil,2018-03-19,West,1527,0.2,488.64,Tamil Nadu,3,2018
2395,OD2396,Ramesh,Bakery,Cakes,Theni,2015-07-20,West,2458,0.13,221.22,Tamil Nadu,7,2015
2396,OD2397,Akash,"Eggs, Meat & Fish",Fish,Vellore,2017-06-05,West,2181,0.34,719.73,Tamil Nadu,6,2017
2397,OD2398,Amrish,"Eggs, Meat & Fish",Eggs,Ooty,2018-08-21,West,2065,0.11,619.5,Tamil Nadu,8,2018
2398,OD2399,Veena,Beverages,Soft Drinks,Pudukottai,2018-05-05,West,1839,0.24,717.21,Tamil Nadu,5,2018
2399,OD2400,Jackson,Beverages,Soft Drinks,Virudhunagar,2018-10-01,West,1148,0.2,482.16,Tamil Nadu,10,2018
2400,OD2401,James,Bakery,Cakes,Madurai,2016-07-19,West,1506,0.21,451.8,Tamil Nadu,7,2016
2401,OD2402,Harish,Bakery,Biscuits,Ooty,2016-11-06,West,2484,0.32,968.76,Tamil Nadu,11,2016
2402,OD2403,Alan,Oil & Masala,Spices,Dharmapuri,2017-10-02,West,1203,0.35,132.33,Tamil Nadu,10,2017
2403,OD2404,Shah,Beverages,Soft Drinks,Coimbatore,2017-11-03,West,1841,0.13,405.02,Tamil Nadu,11,2017
2404,OD2405,Harish,Fruits & Veggies,Fresh Fruits,Salem,2018-05-05,West,1063,0.14,74.41,Tamil Nadu,5,2018
2405,OD2406,Rumaiza,Beverages,Health Drinks,Ooty,2015-01-19,West,743,0.13,74.3,Tamil Nadu,1,2015
2406,OD2407,Sharon,Beverages,Health Drinks,Chennai,2017-09-02,Central,2186,0.26,371.62,Tamil Nadu,9,2017
2407,OD2408,Roshan,Snacks,Chocolates,Dindigul,2017-08-12,Central,2215,0.21,221.5,Tamil Nadu,8,2017
2408,OD2409,Arvind,Bakery,Cakes,Chennai,2015-03-22,Central,1410,0.2,352.5,Tamil Nadu,3,2015
2409,OD2410,Ram,Snacks,Cookies,Virudhunagar,2016-04-04,Central,928,0.28,120.64,Tamil Nadu,4,2016
2410,OD2411,Arvind,Food Grains,Organic Staples,Ramanadhapuram,2018-03-05,Central,1621,0.23,697.03,Tamil Nadu,3,2018
2411,OD2412,Surya,Bakery,Biscuits,Perambalur,2017-09-02,Central,1365,0.34,204.75,Tamil Nadu,9,2017
2412,OD2413,Vince,Oil & Masala,Masalas,Bodi,2016-04-04,Central,912,0.24,54.72,Tamil Nadu,4,2016
2413,OD2414,Roshan,Food Grains,Dals & Pulses,Tirunelveli,2018-03-05,Central,1641,0.24,361.02,Tamil Nadu,3,2018
2414,OD2415,Sundar,Snacks,Noodles,Trichy,2018-03-05,Central,637,0.18,203.84,Tamil Nadu,3,2018
2415,OD2416,Sudeep,Food Grains,Rice,Pudukottai,2018-03-05,Central,2306,0.34,1037.7,Tamil Nadu,3,2018
2416,OD2417,Sharon,"Eggs, Meat & Fish",Chicken,Dharmapuri,2018-10-22,Central,688,0.16,137.6,Tamil Nadu,10,2018
2417,OD2418,Haseena,Snacks,Chocolates,Viluppuram,2016-12-17,Central,1004,0.1,341.36,Tamil Nadu,12,2016
2418,OD2419,Amy,Food Grains,Atta & Flour,Ramanadhapuram,2018-03-05,Central,2435,0.27,365.25,Tamil Nadu,3,2018
2419,OD2420,Yusuf,Bakery,Biscuits,Coimbatore,2017-10-06,Central,2079,0.1,270.27,Tamil Nadu,10,2017
2420,OD2421,Vidya,Snacks,Noodles,Coimbatore,2018-11-07,Central,2219,0.16,976.36,Tamil Nadu,11,2018
2421,OD2422,Amrish,Snacks,Noodles,Dindigul,2016-04-04,Central,1783,0.14,392.26,Tamil Nadu,4,2016
2422,OD2423,Arutra,Beverages,Health Drinks,Salem,2017-11-05,Central,2014,0.14,382.66,Tamil Nadu,11,2017
2423,OD2424,Rumaiza,Oil & Masala,Edible Oil & Ghee,Dharmapuri,2017-10-01,Central,662,0.24,132.4,Tamil Nadu,10,2017
2424,OD2425,Sudha,Beverages,Health Drinks,Vellore,2015-03-17,Central,1839,0.25,662.04,Tamil Nadu,3,2015
2425,OD2426,Rumaiza,Beverages,Soft Drinks,Cumbum,2016-10-15,Central,922,0.26,46.1,Tamil Nadu,10,2016
2426,OD2427,Sundar,Snacks,Chocolates,Tenkasi,2018-10-06,Central,1012,0.34,172.04,Tamil Nadu,10,2018
2427,OD2428,Yadav,Snacks,Noodles,Kanyakumari,2015-03-17,Central,1126,0.19,146.38,Tamil Nadu,3,2015
2428,OD2429,Sabeela,Food Grains,Dals & Pulses,Krishnagiri,2018-12-11,Central,2132,0.16,533.0,Tamil Nadu,12,2018
2429,OD2430,Sabeela,Fruits & Veggies,Organic Vegetables,Coimbatore,2016-08-23,Central,583,0.18,169.07,Tamil Nadu,8,2016
2430,OD2431,Adavan,Oil & Masala,Spices,Tenkasi,2018-04-10,Central,1239,0.34,223.02,Tamil Nadu,4,2018
2431,OD2432,Roshan,Beverages,Health Drinks,Karur,2015-06-15,Central,2078,0.12,872.76,Tamil Nadu,6,2015
2432,OD2433,Anu,Beverages,Health Drinks,Chennai,2017-05-26,Central,2418,0.25,701.22,Tamil Nadu,5,2017
2433,OD2434,Haseena,Fruits & Veggies,Fresh Fruits,Ooty,2018-03-20,Central,1442,0.34,519.12,Tamil Nadu,3,2018
2434,OD2435,Jackson,"Eggs, Meat & Fish",Mutton,Vellore,2018-10-06,Central,907,0.18,353.73,Tamil Nadu,10,2018
2435,OD2436,Akash,Oil & Masala,Spices,Ooty,2015-03-17,Central,2189,0.18,875.6,Tamil Nadu,3,2015
2436,OD2437,Arvind,Snacks,Noodles,Theni,2017-05-26,Central,940,0.18,75.2,Tamil Nadu,5,2017
2437,OD2438,Vidya,Oil & Masala,Masalas,Nagercoil,2015-07-05,Central,1092,0.13,283.92,Tamil Nadu,7,2015
2438,OD2439,Ravi,Fruits & Veggies,Fresh Fruits,Salem,2016-12-11,Central,1251,0.1,137.61,Tamil Nadu,12,2016
2439,OD2440,Veena,Snacks,Chocolates,Tirunelveli,2015-11-12,Central,1031,0.28,350.54,Tamil Nadu,11,2015
2440,OD2441,Ganesh,Bakery,Breads & Buns,Virudhunagar,2016-08-23,Central,1511,0.33,438.19,Tamil Nadu,8,2016
2441,OD2442,Sharon,Beverages,Health Drinks,Ooty,2016-07-08,Central,577,0.29,259.65,Tamil Nadu,7,2016
2442,OD2443,Peer,Snacks,Chocolates,Coimbatore,2018-12-14,Central,1264,0.22,480.32,Tamil Nadu,12,2018
2443,OD2444,Ravi,Snacks,Chocolates,Dindigul,2018-10-30,Central,2500,0.33,300.0,Tamil Nadu,10,2018
2444,OD2445,Hafiz,"Eggs, Meat & Fish",Mutton,Coimbatore,2017-10-04,Central,1747,0.2,454.22,Tamil Nadu,10,2017
2445,OD2446,Amrish,Snacks,Noodles,Chennai,2018-03-20,Central,589,0.25,164.92,Tamil Nadu,3,2018
2446,OD2447,Kumar,Beverages,Health Drinks,Virudhunagar,2016-08-23,Central,1598,0.3,639.2,Tamil Nadu,8,2016
2447,OD2448,Shree,Food Grains,Rice,Ooty,2015-07-05,Central,1848,0.17,332.64,Tamil Nadu,7,2015
2448,OD2449,Willams,Food Grains,Organic Staples,Chennai,2016-08-25,Central,1327,0.19,66.35,Tamil Nadu,8,2016
2449,OD2450,Komal,Food Grains,Organic Staples,Tirunelveli,2016-08-23,Central,1375,0.24,151.25,Tamil Nadu,8,2016
2450,OD2451,Verma,Oil & Masala,Edible Oil & Ghee,Tirunelveli,2016-07-02,Central,2375,0.31,760.0,Tamil Nadu,7,2016
2451,OD2452,Komal,"Eggs, Meat & Fish",Eggs,Salem,2018-05-25,East,2248,0.13,899.2,Tamil Nadu,5,2018
2452,OD2453,Vidya,Oil & Masala,Spices,Pudukottai,2018-05-05,East,630,0.12,94.5,Tamil Nadu,5,2018
2453,OD2454,Sabeela,"Eggs, Meat & Fish",Fish,Vellore,2015-09-14,East,808,0.13,226.24,Tamil Nadu,9,2015
2454,OD2455,Kumar,Snacks,Cookies,Coimbatore,2017-03-17,East,1923,0.23,576.9,Tamil Nadu,3,2017
2455,OD2456,James,Bakery,Breads & Buns,Kanyakumari,2018-09-10,East,732,0.15,300.12,Tamil Nadu,9,2018
2456,OD2457,Arutra,Bakery,Breads & Buns,Krishnagiri,2016-09-07,East,1254,0.23,313.5,Tamil Nadu,9,2016
2457,OD2458,Peer,"Eggs, Meat & Fish",Eggs,Theni,2017-03-17,East,1607,0.16,594.59,Tamil Nadu,3,2017
2458,OD2459,Alan,Food Grains,Rice,Viluppuram,2017-04-21,East,1687,0.32,101.22,Tamil Nadu,4,2017
2459,OD2460,Shree,Beverages,Health Drinks,Cumbum,2018-09-14,East,1805,0.3,433.2,Tamil Nadu,9,2018
2460,OD2461,Peer,"Eggs, Meat & Fish",Mutton,Perambalur,2018-12-10,East,2089,0.32,396.91,Tamil Nadu,12,2018
2461,OD2462,Krithika,Fruits & Veggies,Organic Fruits,Ooty,2016-03-05,East,2126,0.13,403.94,Tamil Nadu,3,2016
2462,OD2463,Peer,Food Grains,Organic Staples,Kanyakumari,2016-09-25,East,2278,0.13,1025.1,Tamil Nadu,9,2016
2463,OD2464,Vinne,Food Grains,Atta & Flour,Viluppuram,2018-11-16,East,1059,0.35,254.16,Tamil Nadu,11,2018
2464,OD2465,Shree,Oil & Masala,Edible Oil & Ghee,Chennai,2016-07-31,East,795,0.26,325.95,Tamil Nadu,7,2016
2465,OD2466,Amy,Snacks,Chocolates,Namakkal,2017-06-04,East,1306,0.11,130.6,Tamil Nadu,6,2017
2466,OD2467,Mathew,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-05-02,East,1079,0.32,151.06,Tamil Nadu,5,2017
2467,OD2468,Sundar,Beverages,Health Drinks,Coimbatore,2015-11-26,East,2147,0.16,923.21,Tamil Nadu,11,2015
2468,OD2469,Peer,Food Grains,Dals & Pulses,Ooty,2015-08-23,East,679,0.25,210.49,Tamil Nadu,8,2015
2469,OD2470,Sabeela,Bakery,Breads & Buns,Coimbatore,2015-08-23,East,1652,0.35,644.28,Tamil Nadu,8,2015
2470,OD2471,Vidya,Oil & Masala,Spices,Ooty,2016-03-05,East,1423,0.28,583.43,Tamil Nadu,3,2016
2471,OD2472,Rumaiza,Food Grains,Organic Staples,Krishnagiri,2017-03-17,East,1046,0.27,135.98,Tamil Nadu,3,2017
2472,OD2473,Arvind,Bakery,Cakes,Karur,2015-09-03,East,1526,0.22,595.14,Tamil Nadu,9,2015
2473,OD2474,Jonas,Bakery,Cakes,Salem,2018-12-10,East,1541,0.29,169.51,Tamil Nadu,12,2018
2474,OD2475,Komal,Beverages,Health Drinks,Cumbum,2015-09-14,East,2472,0.17,939.36,Tamil Nadu,9,2015
2475,OD2476,James,Oil & Masala,Edible Oil & Ghee,Vellore,2017-04-21,East,1233,0.21,61.65,Tamil Nadu,4,2017
2476,OD2477,Esther,"Eggs, Meat & Fish",Fish,Vellore,2015-11-26,East,1399,0.3,475.66,Tamil Nadu,11,2015
2477,OD2478,Anu,Beverages,Soft Drinks,Kanyakumari,2015-09-14,East,2239,0.25,492.58,Tamil Nadu,9,2015
2478,OD2479,Jonas,Snacks,Cookies,Karur,2016-09-24,East,1992,0.24,458.16,Tamil Nadu,9,2016
2479,OD2480,Malik,Oil & Masala,Spices,Ooty,2015-07-20,East,2429,0.19,825.86,Tamil Nadu,7,2015
2480,OD2481,Shah,Oil & Masala,Masalas,Cumbum,2015-10-03,East,2455,0.16,368.25,Tamil Nadu,10,2015
2481,OD2482,Amrish,Bakery,Breads & Buns,Pudukottai,2016-09-24,East,2285,0.11,776.9,Tamil Nadu,9,2016
2482,OD2483,Haseena,"Eggs, Meat & Fish",Chicken,Madurai,2017-05-08,East,1797,0.29,610.98,Tamil Nadu,5,2017
2483,OD2484,Arvind,Oil & Masala,Edible Oil & Ghee,Tenkasi,2017-05-08,East,649,0.22,181.72,Tamil Nadu,5,2017
2484,OD2485,Jonas,Beverages,Soft Drinks,Salem,2016-07-26,East,2500,0.34,175.0,Tamil Nadu,7,2016
2485,OD2486,Ridhesh,Beverages,Health Drinks,Vellore,2017-05-08,East,2100,0.14,399.0,Tamil Nadu,5,2017
2486,OD2487,Sundar,Snacks,Cookies,Tenkasi,2016-09-24,East,1415,0.15,169.8,Tamil Nadu,9,2016
2487,OD2488,Rumaiza,Snacks,Chocolates,Namakkal,2018-03-16,East,2266,0.16,317.24,Tamil Nadu,3,2018
2488,OD2489,Sharon,Bakery,Biscuits,Coimbatore,2015-05-02,East,2463,0.13,714.27,Tamil Nadu,5,2015
2489,OD2490,Sabeela,"Eggs, Meat & Fish",Eggs,Nagercoil,2017-05-02,East,2136,0.16,833.04,Tamil Nadu,5,2017
2490,OD2491,Vince,Food Grains,Rice,Salem,2015-11-26,East,2171,0.23,868.4,Tamil Nadu,11,2015
2491,OD2492,Hafiz,Oil & Masala,Spices,Pudukottai,2016-11-09,East,2202,0.19,748.68,Tamil Nadu,11,2016
2492,OD2493,Arutra,Oil & Masala,Masalas,Pudukottai,2017-05-08,East,1657,0.1,182.27,Tamil Nadu,5,2017
2493,OD2494,Suresh,Snacks,Chocolates,Coimbatore,2015-11-26,East,563,0.33,157.64,Tamil Nadu,11,2015
2494,OD2495,Vidya,Fruits & Veggies,Fresh Fruits,Kanyakumari,2016-09-24,East,710,0.22,312.4,Tamil Nadu,9,2016
2495,OD2496,Anu,Beverages,Health Drinks,Vellore,2018-05-25,East,1775,0.2,266.25,Tamil Nadu,5,2018
2496,OD2497,Shah,Beverages,Soft Drinks,Dindigul,2015-10-03,East,963,0.29,144.45,Tamil Nadu,10,2015
2497,OD2498,Kumar,Beverages,Soft Drinks,Vellore,2018-06-10,East,1266,0.22,557.04,Tamil Nadu,6,2018
2498,OD2499,Akash,Snacks,Noodles,Chennai,2016-12-06,East,874,0.12,384.56,Tamil Nadu,12,2016
2499,OD2500,Sudeep,Snacks,Noodles,Krishnagiri,2015-03-31,East,2330,0.27,885.4,Tamil Nadu,3,2015
2500,OD2501,Adavan,Beverages,Health Drinks,Kanyakumari,2015-10-10,East,2440,0.24,512.4,Tamil Nadu,10,2015
2501,OD2502,Willams,Food Grains,Organic Staples,Pudukottai,2016-09-25,East,2174,0.25,782.64,Tamil Nadu,9,2016
2502,OD2503,Komal,Fruits & Veggies,Fresh Vegetables,Dharmapuri,2018-03-16,East,1418,0.17,326.14,Tamil Nadu,3,2018
2503,OD2504,Vidya,Food Grains,Dals & Pulses,Perambalur,2015-07-20,East,2134,0.32,960.3,Tamil Nadu,7,2015
2504,OD2505,Suresh,Beverages,Soft Drinks,Theni,2016-09-24,East,1833,0.32,696.54,Tamil Nadu,9,2016
2505,OD2506,Roshan,Fruits & Veggies,Organic Fruits,Coimbatore,2017-08-13,South,1087,0.18,108.7,Tamil Nadu,8,2017
2506,OD2507,Esther,"Eggs, Meat & Fish",Fish,Kanyakumari,2017-07-01,South,2439,0.23,512.19,Tamil Nadu,7,2017
2507,OD2508,Roshan,Food Grains,Atta & Flour,Theni,2017-07-01,South,880,0.15,61.6,Tamil Nadu,7,2017
2508,OD2509,Verma,Fruits & Veggies,Fresh Fruits,Karur,2017-07-01,South,1232,0.3,492.8,Tamil Nadu,7,2017
2509,OD2510,Haseena,Food Grains,Rice,Ramanadhapuram,2015-10-24,South,801,0.26,264.33,Tamil Nadu,10,2015
2510,OD2511,Amy,Beverages,Health Drinks,Madurai,2017-05-22,South,2087,0.15,918.28,Tamil Nadu,5,2017
2511,OD2512,Surya,"Eggs, Meat & Fish",Chicken,Dindigul,2017-02-07,South,704,0.18,112.64,Tamil Nadu,2,2017
2512,OD2513,Amrish,Fruits & Veggies,Organic Vegetables,Kanyakumari,2018-05-19,South,1844,0.27,331.92,Tamil Nadu,5,2018
2513,OD2514,Surya,Snacks,Chocolates,Nagercoil,2015-03-04,South,1304,0.24,417.28,Tamil Nadu,3,2015
2514,OD2515,Akash,Fruits & Veggies,Organic Fruits,Pudukottai,2018-10-20,South,925,0.19,379.25,Tamil Nadu,10,2018
2515,OD2516,Shah,Food Grains,Organic Staples,Ooty,2018-10-20,South,807,0.24,347.01,Tamil Nadu,10,2018
2516,OD2517,Rumaiza,Snacks,Chocolates,Madurai,2016-10-23,South,735,0.1,286.65,Tamil Nadu,10,2016
2517,OD2518,Shah,Beverages,Health Drinks,Tenkasi,2015-03-31,South,989,0.21,207.69,Tamil Nadu,3,2015
2518,OD2519,Sudeep,Food Grains,Atta & Flour,Krishnagiri,2017-07-08,South,2412,0.13,940.68,Tamil Nadu,7,2017
2519,OD2520,Sundar,Fruits & Veggies,Fresh Vegetables,Pudukottai,2018-10-20,South,793,0.28,333.06,Tamil Nadu,10,2018
2520,OD2521,Hafiz,Bakery,Breads & Buns,Ramanadhapuram,2016-05-31,South,959,0.34,115.08,Tamil Nadu,5,2016
2521,OD2522,Shree,Food Grains,Dals & Pulses,Virudhunagar,2017-12-11,South,784,0.21,164.64,Tamil Nadu,12,2017
2522,OD2523,Ravi,Snacks,Chocolates,Ooty,2018-06-02,South,1073,0.12,311.17,Tamil Nadu,6,2018
